Hourly Obs
Year: 2013
Station Location: BISMARCK MUNICIPAL AIRPORT (24011)
Lat: 46.782
Lon: -100.757
Elev: 1651 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
24011,20130101,1959,11,OVC039, , 3.00, ,-SN BR, ,19, ,-7.2, ,18, ,-7.7, ,16, ,-8.9, , 88, , 5, ,220, , , ,28.17, , , , , ,M, ,SP, , , ,29.92, 
24011,20130101,2017,11,OVC033, , 1.75, ,-SN BR, ,20, ,-6.7, ,19, ,-7.0, ,18, ,-7.8, , 92, , 5, ,250, , , ,28.16, , , , , ,M, ,SP, , , ,29.91, 
24011,20130101,2027,11,OVC026, , 1.50, ,-SN BR, ,21, ,-6.1, ,20, ,-6.6, ,18, ,-7.8, , 88, , 6, ,260, , , ,28.16, , , , , ,M, ,SP, , , ,29.91, 
24011,20130101,2052,11,OVC017, , 1.75, ,-SN BR, ,23, ,-5.0, ,22, ,-5.5, ,20, ,-6.7, , 88, , 9, ,260, , , ,28.16, , , , , ,30.01, ,AA, ,0.02, ,29.91, 
24011,20130101,2057,11,OVC017, , 3.00, ,-SN BR, ,23, ,-5.0, ,22, ,-5.3, ,21, ,-6.1, , 92, , 9, ,260, , , ,28.16, , , , , ,M, ,SP, , , ,29.91, 
24011,20130101,2152,11,OVC022, ,10.00, , , ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, ,14, ,300, , , ,28.15, , , , , ,29.99, ,AA, ,  T, ,29.90, 
24011,20130101,2252,11,OVC017, ,10.00, , , ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, ,14, ,300, , , ,28.16, , , , , ,29.99, ,AA, , , ,29.91, 
24011,20130101,2317,11,SCT017 BKN032, ,10.00, , , ,28, ,-2.2, ,26, ,-3.2, ,23, ,-5.0, , 82, ,14, ,290, , , ,28.15, , , , , ,M, ,SP, , , ,29.90, 
24011,20130101,2352,11,BKN030, ,10.00, , , ,28, ,-2.2, ,26, ,-3.3, ,22, ,-5.6, , 78, ,10, ,290, , , ,28.16, , , , , ,29.99, ,AA, , , ,29.91, 
24011,20130102,0012,11,BKN023 OVC030, ,10.00, , , ,28, ,-2.2, ,26, ,-3.3, ,22, ,-5.6, , 78, ,11, ,290, , , ,28.16, , , , , ,M, ,SP, , , ,29.91, 
24011,20130102,0052,11,OVC020, ,10.00, , , ,29, ,-1.7, ,27, ,-2.8, ,23, ,-5.0, , 78, ,11, ,290, ,21, ,28.16, , , , , ,29.99, ,AA, , , ,29.91, 
24011,20130102,0152,11,OVC017, ,10.00, , , ,28, ,-2.2, ,26, ,-3.2, ,23, ,-5.0, , 82, ,13, ,300, , , ,28.16, , , , , ,29.99, ,AA, , , ,29.91, 
24011,20130102,0252,11,BKN019 OVC024, ,10.00, , , ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, ,17, ,310, ,24, ,28.17, , , , , ,30.00, ,AA, , , ,29.92, 
24011,20130102,0326,11,SCT020 OVC032, ,10.00, , , ,30, ,-1.1, ,28, ,-2.3, ,24, ,-4.4, , 78, ,17, ,310, ,23, ,28.17, , , , , ,M, ,SP, , , ,29.92, 
24011,20130102,0352,11,SCT016 OVC038, ,10.00, , , ,30, ,-1.1, ,28, ,-2.3, ,24, ,-4.4, , 78, ,15, ,310, , , ,28.18, , , , , ,30.00, ,AA, , , ,29.93, 
24011,20130102,0411,11,BKN015 BKN035 OVC042, ,10.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, ,13, ,300, ,22, ,28.17, , , , , ,M, ,SP, , , ,29.92, 
24011,20130102,0425,11,OVC014, ,10.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, ,10, ,300, ,22, ,28.18, , , , , ,M, ,SP, , , ,29.93, 
24011,20130102,0450,11,BKN015 OVC040, ,10.00, , , ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, ,13, ,300, , , ,28.18, , , , , ,M, ,SP, , , ,29.93, 
24011,20130102,0452,11,BKN015 OVC039, ,10.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, ,14, ,300, , , ,28.18, , , , , ,30.01, ,AA, , , ,29.93, 
24011,20130102,0538,11,SCT017 SCT023 OVC034, ,10.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, ,13, ,290, , , ,28.18, , , , , ,M, ,SP, , , ,29.93, 
24011,20130102,0552,11,FEW026 OVC034, ,10.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, ,14, ,290, , , ,28.18, , , , , ,30.01, ,AA, , , ,29.93, 
24011,20130102,0652,11,FEW021 BKN049 OVC095, ,10.00, , , ,30, ,-1.1, ,28, ,-2.3, ,24, ,-4.4, , 78, ,13, ,310, , , ,28.19, , , , , ,30.02, ,AA, , , ,29.94, 
24011,20130102,0705,11,BKN019 OVC049, ,10.00, , , ,30, ,-1.1, ,28, ,-2.3, ,24, ,-4.4, , 78, ,11, ,300, , , ,28.20, , , , , ,M, ,SP, , , ,29.95, 
24011,20130102,0752,11,SCT020 OVC026, ,10.00, , , ,30, ,-1.1, ,28, ,-2.3, ,24, ,-4.4, , 78, ,10, ,310, , , ,28.20, , , , , ,30.03, ,AA, , , ,29.95, 
24011,20130102,0852,11,BKN018 OVC024, , 7.00, , , ,30, ,-1.1, ,28, ,-2.3, ,24, ,-4.4, , 78, ,11, ,300, ,22, ,28.20, , , , , ,30.03, ,AA, , , ,29.96, 
24011,20130102,0930,11,BKN014 BKN021 OVC031, , 3.00, ,-SN, ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, ,14, ,290, ,23, ,28.22, , , , , ,M, ,SP, , , ,29.97, 
24011,20130102,0933,11,SCT014 BKN021 OVC029, , 2.00, ,-SN, ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, ,13, ,290, ,23, ,28.22, , , , , ,M, ,SP, , , ,29.97, 
24011,20130102,0943,11,SCT013 BKN020 OVC027, , 1.00, ,-SN BR, ,28, ,-2.2, ,27, ,-2.8, ,25, ,-3.9, , 89, ,13, ,290, , , ,28.22, , , , , ,M, ,SP, , , ,29.97, 
24011,20130102,0950,11,FEW013 BKN021 OVC029, , 2.50, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, ,13, ,290, , , ,28.22, , , , , ,M, ,SP, , , ,29.97, 
24011,20130102,0952,11,SCT013 BKN021 OVC029, , 2.50, ,-SN BR, ,28, ,-2.2, ,27, ,-3.0, ,24, ,-4.4, , 85, ,11, ,290, , , ,28.22, , , , , ,30.04, ,AA, ,0.01, ,29.98, 
24011,20130102,1003,11,SCT011 BKN019 OVC029, , 1.25, ,-SN BR, ,28, ,-2.2, ,27, ,-2.8, ,25, ,-3.9, , 89, ,10, ,280, , , ,28.22, , , , , ,M, ,SP, , , ,29.98, 
24011,20130102,1022,11,FEW009 SCT013 OVC021, , 1.25, ,-SN BR, ,28, ,-2.2, ,27, ,-2.8, ,25, ,-3.9, , 89, ,10, ,290, , , ,28.22, , , , , ,M, ,SP, , , ,29.98, 
24011,20130102,1034,11,FEW009 BKN013 OVC021, , 1.25, ,-SN BR, ,28, ,-2.2, ,27, ,-2.8, ,25, ,-3.9, , 89, ,13, ,300, , , ,28.23, , , , , ,M, ,SP, , , ,29.99, 
24011,20130102,1043,11,FEW009 BKN013 OVC023, , 3.00, ,-SN BR, ,28, ,-2.2, ,27, ,-3.0, ,24, ,-4.4, , 85, ,14, ,300, ,24, ,28.23, , , , , ,M, ,SP, , , ,29.99, 
24011,20130102,1052,11,BKN014 OVC033, , 6.00, ,BR, ,28, ,-2.2, ,27, ,-3.0, ,24, ,-4.4, , 85, ,13, ,300, , , ,28.24, , , , , ,30.06, ,AA, ,  T, ,30.00, 
24011,20130102,1109,11,BKN015 BKN037 OVC085, , 7.00, , , ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, ,14, ,300, , , ,28.24, , , , , ,M, ,SP, , , ,30.00, 
24011,20130102,1152,11,OVC019, ,10.00, , , ,28, ,-2.2, ,26, ,-3.2, ,23, ,-5.0, , 82, ,15, ,300, ,23, ,28.25, , , , , ,30.07, ,AA, , , ,30.01, 
24011,20130102,1252,11,OVC018, ,10.00, , , ,28, ,-2.2, ,26, ,-3.3, ,22, ,-5.6, , 78, ,16, ,310, , , ,28.25, , , , , ,30.07, ,AA, , , ,30.01, 
24011,20130102,1352,11,OVC016, ,10.00, , , ,28, ,-2.2, ,26, ,-3.3, ,22, ,-5.6, , 78, ,17, ,310, ,23, ,28.26, , , , , ,30.09, ,AA, , , ,30.02, 
24011,20130102,1435,11,OVC014, ,10.00, , , ,28, ,-2.2, ,26, ,-3.3, ,22, ,-5.6, , 78, ,14, ,310, , , ,28.28, , , , , ,M, ,SP, , , ,30.04, 
24011,20130102,1452,11,OVC014, ,10.00, , , ,28, ,-2.2, ,26, ,-3.3, ,22, ,-5.6, , 78, ,16, ,320, , , ,28.28, , , , , ,30.11, ,AA, , , ,30.04, 
24011,20130102,1552,11,OVC011, , 7.00, , , ,28, ,-2.2, ,27, ,-3.0, ,24, ,-4.4, , 85, ,16, ,350, ,22, ,28.32, , , , , ,30.14, ,AA, ,  T, ,30.08, 
24011,20130102,1649,11,SCT010 OVC037, ,10.00, , , ,25, ,-4.0, ,23, ,-4.9, ,19, ,-7.0, , 78, ,15, ,350, , , ,28.35, , , , , ,M, ,SP, , , ,30.11, 
24011,20130102,1652,11,BKN012 OVC037, ,10.00, , , ,24, ,-4.4, ,22, ,-5.3, ,19, ,-7.2, , 81, ,15, ,340, , , ,28.35, , , , , ,30.19, ,AA, ,  T, ,30.11, 
24011,20130102,1727,11,SCT013 OVC034, ,10.00, , , ,21, ,-6.1, ,19, ,-6.9, ,16, ,-8.9, , 81, ,20, ,350, ,23, ,28.39, , , , , ,M, ,SP, , , ,30.15, 
24011,20130102,1734,11,BKN013 OVC034, ,10.00, , , ,20, ,-6.7, ,19, ,-7.4, ,15, ,-9.4, , 81, ,17, ,350, , , ,28.40, , , , , ,M, ,SP, , , ,30.16, 
24011,20130102,1752,11,OVC012, ,10.00, , , ,20, ,-6.7, ,19, ,-7.4, ,15, ,-9.4, , 81, ,14, ,340, ,26, ,28.40, , , , , ,30.25, ,AA, , , ,30.17, 
24011,20130102,1852,11,OVC013, ,10.00, , , ,20, ,-6.7, ,19, ,-7.4, ,15, ,-9.4, , 81, ,14, ,330, , , ,28.43, , , , , ,30.28, ,AA, , , ,30.20, 
24011,20130102,1952,11,OVC014, ,10.00, , , ,21, ,-6.1, ,19, ,-7.1, ,15, ,-9.4, , 78, ,18, ,330, ,24, ,28.45, , , , , ,30.30, ,AA, , , ,30.22, 
24011,20130102,2028,11,OVC015, ,10.00, , , ,20, ,-6.7, ,18, ,-7.6, ,14, ,-10.0, , 77, ,17, ,330, ,24, ,28.47, , , , , ,M, ,SP, , , ,30.24, 
24011,20130102,2052,11,OVC015, ,10.00, , , ,19, ,-7.2, ,17, ,-8.1, ,13, ,-10.6, , 77, ,13, ,340, , , ,28.48, , , , , ,30.33, ,AA, , , ,30.25, 
24011,20130102,2152,11,OVC015, ,10.00, , , ,19, ,-7.2, ,18, ,-8.0, ,14, ,-10.0, , 81, , 8, ,350, , , ,28.49, , , , , ,30.34, ,AA, , , ,30.26, 
24011,20130102,2252,11,OVC017, ,10.00, , , ,19, ,-7.2, ,18, ,-8.0, ,14, ,-10.0, , 81, ,10, ,320, , , ,28.51, , , , , ,30.36, ,AA, , , ,30.28, 
24011,20130102,2352,11,OVC019, ,10.00, , , ,19, ,-7.2, ,17, ,-8.3, ,12, ,-11.1, , 74, , 7, ,340, , , ,28.52, , , , , ,30.37, ,AA, , , ,30.29, 
24011,20130103,0052,11,OVC019, ,10.00, , , ,19, ,-7.2, ,17, ,-8.1, ,13, ,-10.6, , 77, , 6, ,300, , , ,28.51, , , , , ,30.36, ,AA, , , ,30.28, 
24011,20130103,0152,11,OVC017, ,10.00, , , ,19, ,-7.2, ,17, ,-8.1, ,13, ,-10.6, , 77, , 6, ,290, , , ,28.50, , , , , ,30.35, ,AA, , , ,30.27, 
24011,20130103,0252,11,OVC018, ,10.00, , , ,19, ,-7.2, ,17, ,-8.1, ,13, ,-10.6, , 77, , 7, ,300, , , ,28.50, , , , , ,30.35, ,AA, , , ,30.27, 
24011,20130103,0352,11,OVC022, ,10.00, , , ,18, ,-7.8, ,16, ,-8.8, ,11, ,-11.7, , 74, ,15, ,300, , , ,28.52, , , , , ,30.37, ,AA, , , ,30.29, 
24011,20130103,0452,11,OVC018, ,10.00, , , ,18, ,-7.8, ,16, ,-8.7, ,12, ,-11.1, , 77, , 8, ,240, , , ,28.47, , , , , ,30.33, ,AA, , , ,30.24, 
24011,20130103,0552,11,OVC014, ,10.00, , , ,17, ,-8.3, ,15, ,-9.2, ,11, ,-11.7, , 77, ,15, ,280, , , ,28.47, , , , , ,30.33, ,AA, , , ,30.24, 
24011,20130103,0652,11,OVC014, ,10.00, , , ,18, ,-7.8, ,16, ,-8.7, ,12, ,-11.1, , 77, ,11, ,280, , , ,28.48, , , , , ,30.34, ,AA, , , ,30.25, 
24011,20130103,0752,11,OVC013, ,10.00, , , ,19, ,-7.2, ,18, ,-8.0, ,14, ,-10.0, , 81, ,11, ,270, , , ,28.44, , , , , ,30.30, ,AA, , , ,30.21, 
24011,20130103,0852,11,OVC013, ,10.00, , , ,19, ,-7.2, ,18, ,-8.0, ,14, ,-10.0, , 81, ,10, ,290, , , ,28.44, , , , , ,30.30, ,AA, , , ,30.21, 
24011,20130103,0952,11,BKN013, ,10.00, , , ,20, ,-6.7, ,19, ,-7.4, ,15, ,-9.4, , 81, ,10, ,250, , , ,28.43, , , , , ,30.29, ,AA, , , ,30.20, 
24011,20130103,1008,11,FEW013, ,10.00, , , ,21, ,-6.1, ,19, ,-7.1, ,15, ,-9.4, , 78, ,13, ,260, , , ,28.43, , , , , ,M, ,SP, , , ,30.20, 
24011,20130103,1052,11,CLR, ,10.00, , , ,21, ,-6.1, ,19, ,-7.1, ,15, ,-9.4, , 78, , 7, ,230, , , ,28.40, , , , , ,30.26, ,AA, , , ,30.17, 
24011,20130103,1152,11,CLR, ,10.00, , , ,23, ,-5.0, ,21, ,-6.3, ,15, ,-9.4, , 71, ,10, ,240, , , ,28.40, , , , , ,30.25, ,AA, , , ,30.16, 
24011,20130103,1252,11,CLR, ,10.00, , , ,25, ,-3.9, ,22, ,-5.7, ,14, ,-10.0, , 63, , 9, ,250, , , ,28.37, , , , , ,30.21, ,AA, , , ,30.13, 
24011,20130103,1352,11,CLR, ,10.00, , , ,26, ,-3.3, ,23, ,-5.2, ,15, ,-9.4, , 63, , 8, ,230, , , ,28.33, , , , , ,30.17, ,AA, , , ,30.09, 
24011,20130103,1452,11,CLR, ,10.00, , , ,26, ,-3.3, ,22, ,-5.3, ,14, ,-10.0, , 60, , 9, ,230, , , ,28.32, , , , , ,30.16, ,AA, , , ,30.08, 
24011,20130103,1552,11,CLR, ,10.00, , , ,26, ,-3.3, ,22, ,-5.3, ,14, ,-10.0, , 60, , 9, ,240, , , ,28.31, , , , , ,30.16, ,AA, , , ,30.07, 
24011,20130103,1652,11,CLR, ,10.00, , , ,26, ,-3.3, ,22, ,-5.5, ,13, ,-10.6, , 58, , 6, ,230, , , ,28.29, , , , , ,30.14, ,AA, , , ,30.05, 
24011,20130103,1752,11,CLR, ,10.00, , , ,24, ,-4.4, ,20, ,-6.4, ,12, ,-11.1, , 60, , 5, ,230, , , ,28.28, , , , , ,30.12, ,AA, , , ,30.04, 
24011,20130103,1852,11,CLR, ,10.00, , , ,21, ,-6.1, ,18, ,-7.6, ,11, ,-11.7, , 65, , 5, ,270, , , ,28.28, , , , , ,30.13, ,AA, , , ,30.04, 
24011,20130103,1952,11,CLR, ,10.00, , , ,22, ,-5.6, ,19, ,-7.3, ,11, ,-11.7, , 63, , 6, ,240, , , ,28.27, , , , , ,30.11, ,AA, , , ,30.03, 
24011,20130103,2052,11,CLR, ,10.00, , , ,18, ,-7.8, ,16, ,-8.9, ,10, ,-12.2, , 71, , 6, ,250, , , ,28.27, , , , , ,30.11, ,AA, , , ,30.03, 
24011,20130103,2152,11,CLR, ,10.00, , , ,18, ,-7.8, ,16, ,-9.1, ,9, ,-12.8, , 68, , 7, ,260, , , ,28.25, , , , , ,30.10, ,AA, , , ,30.01, 
24011,20130103,2252,11,CLR, ,10.00, , , ,13, ,-10.6, ,12, ,-11.3, ,7, ,-13.9, , 77, , 0, ,000, , , ,28.27, , , , , ,30.12, ,AA, , , ,30.03, 
24011,20130103,2352,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.7, ,9, ,-12.8, , 65, , 8, ,260, , , ,28.27, , , , , ,30.12, ,AA, , , ,30.03, 
24011,20130104,0052,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.7, ,9, ,-12.8, , 65, , 5, ,290, , , ,28.28, , , , , ,30.13, ,AA, , , ,30.04, 
24011,20130104,0152,11,CLR, ,10.00, , , ,15, ,-9.4, ,13, ,-10.4, ,8, ,-13.3, , 74, , 5, ,230, , , ,28.27, , , , , ,30.12, ,AA, , , ,30.03, 
24011,20130104,0252,11,CLR, ,10.00, , , ,16, ,-8.9, ,14, ,-10.0, ,8, ,-13.3, , 71, , 5, ,230, , , ,28.29, , , , , ,30.14, ,AA, , , ,30.05, 
24011,20130104,0352,11,CLR, ,10.00, , , ,13, ,-10.6, ,12, ,-11.3, ,7, ,-13.9, , 77, , 0, ,000, , , ,28.30, , , , , ,30.14, ,AA, , , ,30.06, 
24011,20130104,0452,11,CLR, ,10.00, , , ,10, ,-12.2, ,9, ,-12.8, ,5, ,-15.0, , 80, , 0, ,000, , , ,28.29, , , , , ,30.14, ,AA, , , ,30.05, 
