Hourly Obs
Year: 2013
Station Location: SAN FRANCISCO INTERNATIONAL AIRPORT (23234)
Lat: 37.619
Lon: -122.364
Elev: 8 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
23234,20131002,1356,11,FEW180, ,10.00, , , ,67, ,19.4, ,55, ,12.9, ,45, ,7.2, , 45, ,21, ,270, , , ,29.96, , , , , ,29.97, ,AA, , , ,29.98, 
23234,20131002,1456,11,FEW180, ,10.00, , , ,65, ,18.3, ,54, ,12.4, ,45, ,7.2, , 49, ,25, ,260, , , ,29.96, , , , , ,29.97, ,AA, , , ,29.98, 
23234,20131002,1556,11,FEW180, ,10.00, , , ,64, ,17.8, ,54, ,12.0, ,44, ,6.7, , 48, ,26, ,260, , , ,29.95, , , , , ,29.97, ,AA, , , ,29.97, 
23234,20131002,1656,11,SCT180, ,10.00, , , ,61, ,16.1, ,52, ,11.2, ,44, ,6.7, , 54, ,26, ,260, ,30, ,29.96, , , , , ,29.97, ,AA, , , ,29.98, 
23234,20131002,1756,11,BKN180, ,10.00, , , ,59, ,15.0, ,52, ,11.0, ,45, ,7.2, , 60, ,21, ,270, ,26, ,29.95, , , , , ,29.96, ,AA, , , ,29.97, 
23234,20131002,1856,11,BKN180, ,10.00, , , ,57, ,13.9, ,51, ,10.5, ,45, ,7.2, , 64, ,21, ,280, , , ,29.95, , , , , ,29.97, ,AA, , , ,29.97, 
23234,20131002,1956,11,SCT180, ,10.00, , , ,57, ,13.9, ,51, ,10.5, ,45, ,7.2, , 64, ,20, ,270, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00, 
23234,20131002,2056,11,FEW180, ,10.00, , , ,57, ,13.9, ,50, ,10.2, ,44, ,6.7, , 62, ,16, ,280, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00, 
23234,20131002,2156,11,FEW180, ,10.00, , , ,57, ,13.9, ,50, ,10.2, ,44, ,6.7, , 62, ,17, ,270, , , ,30.00, , , , , ,30.02, ,AA, , , ,30.02, 
23234,20131002,2256,11,CLR, ,10.00, , , ,56, ,13.3, ,50, ,9.9, ,44, ,6.7, , 64, ,16, ,270, , , ,30.00, , , , , ,30.02, ,AA, , , ,30.02, 
23234,20131002,2356,11,CLR, ,10.00, , , ,56, ,13.3, ,50, ,9.9, ,44, ,6.7, , 64, ,13, ,260, , , ,30.00, , , , , ,30.02, ,AA, , , ,30.02, 
23234,20131003,0056,11,CLR, ,10.00, , , ,55, ,12.8, ,49, ,9.4, ,43, ,6.1, , 64, ,13, ,270, , , ,30.02, , , , , ,30.04, ,AA, , , ,30.04, 
23234,20131003,0156,11,CLR, ,10.00, , , ,55, ,12.8, ,49, ,9.2, ,42, ,5.6, , 62, ,11, ,280, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03, 
23234,20131003,0256,11,CLR, ,10.00, , , ,54, ,12.2, ,48, ,8.9, ,42, ,5.6, , 64, , 9, ,280, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03, 
23234,20131003,0356,11,CLR, ,10.00, , , ,54, ,12.2, ,48, ,8.9, ,42, ,5.6, , 64, , 7, ,270, , , ,30.02, , , , , ,30.04, ,AA, , , ,30.04, 
23234,20131003,0456,11,CLR, ,10.00, , , ,54, ,12.2, ,48, ,8.9, ,42, ,5.6, , 64, , 9, ,270, , , ,30.02, , , , , ,30.04, ,AA, , , ,30.04, 
23234,20131003,0556,11,FEW180, ,10.00, , , ,55, ,12.8, ,49, ,9.2, ,42, ,5.6, , 62, , 9, ,270, , , ,30.03, , , , , ,30.05, ,AA, , , ,30.05, 
23234,20131003,0656,11,FEW180, ,10.00, , , ,56, ,13.3, ,50, ,9.7, ,43, ,6.1, , 62, ,11, ,290, , , ,30.04, , , , , ,30.06, ,AA, , , ,30.06, 
23234,20131003,0756,11,CLR, ,10.00, , , ,60, ,15.6, ,50, ,10.0, ,40, ,4.4, , 48, ,10, ,290, , , ,30.06, , , , , ,30.07, ,AA, , , ,30.08, 
23234,20131003,0856,11,FEW180, ,10.00, , , ,63, ,17.2, ,51, ,10.6, ,39, ,3.9, , 41, , 5, ,320, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08, 
23234,20131003,0956,11,CLR, ,10.00, , , ,65, ,18.3, ,52, ,11.3, ,40, ,4.4, , 40, , 8, ,010, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08, 
23234,20131003,1056,11,CLR, ,10.00, , , ,67, ,19.4, ,53, ,11.8, ,40, ,4.4, , 37, ,13, ,360, , , ,30.04, , , , , ,30.06, ,AA, , , ,30.06, 
23234,20131003,1156,11,CLR, ,10.00, , , ,68, ,20.0, ,53, ,11.4, ,37, ,2.8, , 32, ,13, ,350, , , ,30.02, , , , , ,30.03, ,AA, , , ,30.04, 
23234,20131003,1225,11,CLR, ,10.00, , , ,70, ,21.0, ,54, ,12.3, ,39, ,4.0, , 32, ,17, ,290, , , ,30.00, , , , , ,M, ,SP, , , ,30.02, 
23234,20131003,1256,11,CLR, ,10.00, , , ,69, ,20.6, ,53, ,11.8, ,38, ,3.3, , 32, ,20, ,280, , , ,30.00, , , , , ,30.01, ,AA, , , ,30.02, 
23234,20131003,1356,11,CLR, ,10.00, , , ,68, ,20.0, ,53, ,11.6, ,38, ,3.3, , 33, ,22, ,280, , , ,29.99, , , , , ,30.01, ,AA, , , ,30.01, 
23234,20131003,1456,11,CLR, ,10.00, , , ,68, ,20.0, ,54, ,12.2, ,41, ,5.0, , 38, ,22, ,270, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.98, 
23234,20131003,1556,11,FEW200, ,10.00, , , ,67, ,19.4, ,54, ,12.4, ,43, ,6.1, , 42, ,20, ,270, , , ,29.95, , , , , ,29.97, ,AA, , , ,29.97, 
23234,20131003,1656,11,FEW200, ,10.00, , , ,65, ,18.3, ,54, ,12.0, ,43, ,6.1, , 45, ,18, ,270, , , ,29.95, , , , , ,29.96, ,AA, , , ,29.97, 
23234,20131003,1756,11,CLR, ,10.00, , , ,63, ,17.2, ,53, ,11.5, ,43, ,6.1, , 48, ,16, ,270, , , ,29.94, , , , , ,29.96, ,AA, , , ,29.96, 
23234,20131003,1856,11,CLR, ,10.00, , , ,63, ,17.2, ,52, ,11.2, ,42, ,5.6, , 46, ,11, ,270, , , ,29.95, , , , , ,29.97, ,AA, , , ,29.97, 
23234,20131003,1956,11,CLR, ,10.00, , , ,64, ,17.8, ,51, ,10.4, ,37, ,2.8, , 37, ,11, ,280, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.98, 
23234,20131003,2056,11,CLR, ,10.00, , , ,70, ,21.1, ,53, ,11.5, ,35, ,1.7, , 28, ,11, ,340, ,22, ,29.96, , , , , ,29.98, ,AA, , , ,29.98, 
23234,20131003,2156,11,CLR, ,10.00, , , ,70, ,21.1, ,55, ,12.5, ,40, ,4.4, , 34, ,15, ,340, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.98, 
23234,20131003,2256,11,CLR, ,10.00, , , ,69, ,20.6, ,54, ,12.0, ,39, ,3.9, , 34, ,15, ,340, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.98, 
23234,20131003,2356,11,CLR, ,10.00, , , ,69, ,20.6, ,54, ,12.0, ,39, ,3.9, , 34, ,20, ,350, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.98, 
23234,20131004,0056,11,CLR, ,10.00, , , ,68, ,20.0, ,54, ,12.2, ,41, ,5.0, , 38, ,14, ,350, , , ,29.97, , , , , ,29.98, ,AA, , , ,29.99, 
23234,20131004,0156,11,CLR, ,10.00, , , ,68, ,20.0, ,54, ,12.0, ,40, ,4.4, , 36, ,16, ,350, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00, 
23234,20131004,0256,11,CLR, ,10.00, , , ,67, ,19.4, ,53, ,11.3, ,38, ,3.3, , 35, ,15, ,350, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00, 
23234,20131004,0356,11,CLR, ,10.00, , , ,66, ,18.9, ,52, ,11.1, ,38, ,3.3, , 36, ,14, ,350, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00, 
23234,20131004,0456,11,CLR, ,10.00, , , ,66, ,18.9, ,53, ,11.8, ,41, ,5.0, , 40, ,15, ,360, , , ,29.98, , , , , ,30.00, ,AA, , , ,30.00, 
23234,20131004,0556,11,CLR, ,10.00, , , ,65, ,18.3, ,53, ,11.5, ,41, ,5.0, , 42, ,14, ,360, , , ,30.00, , , , , ,30.02, ,AA, , , ,30.02, 
23234,20131004,0656,11,CLR, ,10.00, , , ,66, ,18.9, ,54, ,12.0, ,42, ,5.6, , 42, , 8, ,360, , , ,30.02, , , , , ,30.03, ,AA, , , ,30.04, 
23234,20131004,0756,11,CLR, ,10.00, , , ,67, ,19.4, ,53, ,11.8, ,40, ,4.4, , 37, , 8, ,030, , , ,30.04, , , , , ,30.05, ,AA, , , ,30.06, 
23234,20131004,0856,11,CLR, ,10.00, , , ,69, ,20.6, ,56, ,13.1, ,44, ,6.7, , 41, , 6, ,010, , , ,30.06, , , , , ,30.07, ,AA, , , ,30.08, 
23234,20131004,0956,11,CLR, ,10.00, , , ,71, ,21.7, ,54, ,12.3, ,38, ,3.3, , 30, ,10, ,010, ,22, ,30.06, , , , , ,30.08, ,AA, , , ,30.08, 
23234,20131004,1056,11,CLR, ,10.00, , , ,72, ,22.2, ,57, ,14.1, ,45, ,7.2, , 38, , 7, ,050, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08, 
23234,20131004,1156,11,CLR, ,10.00, , , ,74, ,23.3, ,60, ,15.7, ,50, ,10.0, , 43, ,10, ,050, , , ,30.06, , , , , ,30.07, ,AA, , , ,30.08, 
23234,20131004,1256,11,CLR, ,10.00, , , ,73, ,22.8, ,58, ,14.3, ,45, ,7.2, , 37, ,13, ,050, , , ,30.04, , , , , ,30.06, ,AA, , , ,30.06, 
23234,20131004,1356,11,CLR, ,10.00, , , ,75, ,23.9, ,59, ,15.2, ,47, ,8.3, , 37, ,14, ,040, , , ,30.03, , , , , ,30.04, ,AA, , , ,30.05, 
23234,20131004,1456,11,CLR, ,10.00, , , ,75, ,23.9, ,60, ,15.7, ,49, ,9.4, , 40, , 7, ,020, , , ,30.02, , , , , ,30.03, ,AA, , , ,30.04, 
23234,20131004,1556,11,CLR, ,10.00, , , ,75, ,23.9, ,60, ,15.7, ,49, ,9.4, , 40, ,11, ,030, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03, 
23234,20131004,1656,11,CLR, ,10.00, , , ,73, ,22.8, ,60, ,15.3, ,49, ,9.4, , 43, ,11, ,020, , , ,30.01, , , , , ,30.03, ,AA, , , ,30.03, 
23234,20131004,1756,11,CLR, ,10.00, , , ,71, ,21.7, ,59, ,15.1, ,50, ,10.0, , 48, ,10, ,040, , , ,30.02, , , , , ,30.04, ,AA, , , ,30.04, 
23234,20131004,1856,11,CLR, ,10.00, , , ,69, ,20.6, ,59, ,14.9, ,51, ,10.6, , 53, , 0, ,000, , , ,30.04, , , , , ,30.05, ,AA, , , ,30.06, 
23234,20131004,1956,11,CLR, ,10.00, , , ,70, ,21.1, ,51, ,10.3, ,28, ,-2.2,s, 21, , 5, ,280, , , ,30.05, , , , , ,30.06, ,AA, , , ,30.07, 
23234,20131004,2056,11,CLR, ,10.00, , , ,66, ,18.9, ,52, ,11.3, ,39, ,3.9, , 37, , 3, ,190, , , ,30.06, , , , , ,30.08, ,AA, , , ,30.08, 
23234,20131004,2156,11,CLR, ,10.00, , , ,66, ,18.9, ,51, ,10.3, ,34, ,1.1, , 31, , 0, ,000, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09, 
23234,20131004,2256,11,CLR, ,10.00, , , ,64, ,17.8, ,51, ,10.6, ,38, ,3.3, , 38, , 0, ,000, , , ,30.08, , , , , ,30.09, ,AA, , , ,30.10, 
23234,20131004,2356,11,CLR, ,10.00, , , ,62, ,16.7, ,52, ,11.2, ,43, ,6.1, , 50, , 5, ,130, , , ,30.08, , , , , ,30.09, ,AA, , , ,30.10, 
23234,20131005,0056,11,CLR, ,10.00, , , ,65, ,18.3, ,51, ,10.3, ,35, ,1.7, , 33, , 8, ,140, , , ,30.09, , , , , ,30.11, ,AA, , , ,30.11, 
23234,20131005,0156,11,CLR, ,10.00, , , ,63, ,17.2, ,54, ,12.2, ,46, ,7.8, , 54, , 0, ,000, , , ,30.10, , , , , ,30.12, ,AA, , , ,30.12, 
23234,20131005,0256,11,CLR, ,10.00, , , ,63, ,17.2, ,50, ,10.2, ,37, ,2.8, , 38, , 5, ,160, , , ,30.11, , , , , ,30.12, ,AA, , , ,30.13, 
23234,20131005,0356,11,CLR, ,10.00, , , ,64, ,17.8, ,50, ,10.0, ,35, ,1.7, , 34, , 9, ,130, , , ,30.12, , , , , ,30.13, ,AA, , , ,30.14, 
23234,20131005,0456,11,CLR, ,10.00, , , ,63, ,17.2, ,48, ,9.0, ,31, ,-0.6, , 30, , 7, ,140, , , ,30.13, , , , , ,30.15, ,AA, , , ,30.15, 
23234,20131005,0556,11,CLR, ,10.00, , , ,61, ,16.1, ,48, ,9.0, ,34, ,1.1, , 36, , 5, ,160, , , ,30.14, , , , , ,30.15, ,AA, , , ,30.16, 
23234,20131005,0656,11,CLR, ,10.00, , , ,62, ,16.7, ,48, ,8.9, ,32, ,0.0, , 32, , 5, ,170, , , ,30.15, , , , , ,30.17, ,AA, , , ,30.17, 
23234,20131005,0756,11,CLR, ,10.00, , , ,68, ,20.0, ,51, ,10.5, ,32, ,0.0, , 26, , 5, ,110, , , ,30.16, , , , , ,30.18, ,AA, , , ,30.18, 
23234,20131005,0856,11,CLR, ,10.00, , , ,71, ,21.7, ,52, ,10.9, ,30, ,-1.1, , 22, , 6, ,130, , , ,30.18, , , , , ,30.19, ,AA, , , ,30.20, 
23234,20131005,0956,11,CLR, ,10.00, , , ,73, ,22.8, ,52, ,11.0, ,28, ,-2.2, , 19, , 7, ,110, , , ,30.18, , , , , ,30.19, ,AA, , , ,30.20, 
23234,20131005,1056,11,CLR, ,10.00, , , ,76, ,24.4, ,52, ,11.2, ,24, ,-4.4, , 14, , 7, ,140, , , ,30.17, , , , , ,30.19, ,AA, , , ,30.19, 
23234,20131005,1156,11,CLR, ,10.00, , , ,78, ,25.6, ,54, ,12.4, ,29, ,-1.7, , 17, , 0, ,000, , , ,30.15, , , , , ,30.17, ,AA, , , ,30.17, 
23234,20131005,1256,11,CLR, ,10.00, , , ,78, ,25.6, ,56, ,13.5, ,36, ,2.2, , 22, , 3, ,020, , , ,30.13, , , , , ,30.15, ,AA, , , ,30.15, 
23234,20131005,1356,11,CLR, ,10.00, , , ,78, ,25.6, ,58, ,14.3, ,40, ,4.4, , 26, , 5, ,010, , , ,30.11, , , , , ,30.13, ,AA, , , ,30.13, 
23234,20131005,1456,11,CLR, ,10.00, , , ,78, ,25.6, ,59, ,15.2, ,44, ,6.9, , 30, , 6, ,360, , , ,30.10, , , , , ,30.12, ,AA, , , ,30.12, 
23234,20131005,1556,11,CLR, ,10.00, , , ,77, ,25.0, ,59, ,15.2, ,45, ,7.2, , 32, , 5, ,010, , , ,30.09, , , , , ,30.11, ,AA, , , ,30.11, 
23234,20131005,1656,11,CLR, ,10.00, , , ,73, ,22.8, ,61, ,16.0, ,52, ,11.1, , 48, , 5, ,360, , , ,30.08, , , , , ,30.10, ,AA, , , ,30.10, 
23234,20131005,1756,11,CLR, ,10.00, , , ,76, ,24.4, ,59, ,14.7, ,44, ,6.4, , 32, ,10, ,290, , , ,30.08, , , , , ,30.10, ,AA, , , ,30.10, 
23234,20131005,1856,11,CLR, ,10.00, , , ,73, ,22.8, ,55, ,12.6, ,37, ,2.9, , 27, ,10, ,280, , , ,30.09, , , , , ,30.11, ,AA, , , ,30.11, 
23234,20131005,1956,11,CLR, ,10.00, , , ,72, ,22.2, ,54, ,12.0, ,35, ,1.4, , 26, , 6, ,260, , , ,30.09, , , , , ,30.11, ,AA, , , ,30.11, 
23234,20131005,2056,11,CLR, ,10.00, , , ,70, ,21.1, ,51, ,10.3, ,28, ,-2.4, , 21, , 8, ,270, , , ,30.10, , , , , ,30.12, ,AA, , , ,30.12, 
23234,20131005,2156,11,CLR, ,10.00, , , ,68, ,20.0, ,52, ,11.2, ,36, ,2.2, , 31, , 3, ,330, , , ,30.10, , , , , ,30.11, ,AA, , , ,30.12, 
23234,20131005,2256,11,CLR, ,10.00, , , ,63, ,17.2, ,52, ,11.0, ,41, ,5.0, , 45, , 5, ,140, , , ,30.10, , , , , ,30.11, ,AA, , , ,30.12, 
23234,20131005,2356,11,CLR, ,10.00, , , ,63, ,17.2, ,50, ,10.2, ,37, ,2.8, , 38, , 0, ,000, , , ,30.10, , , , , ,30.11, ,AA, , , ,30.12, 
23234,20131006,0056,11,CLR, ,10.00, , , ,63, ,17.2, ,52, ,11.0, ,41, ,5.0, , 45, , 0, ,000, , , ,30.10, , , , , ,30.11, ,AA, , , ,30.12, 
23234,20131006,0156,11,CLR, ,10.00, , , ,65, ,18.3, ,56, ,13.2, ,48, ,8.9, , 54, , 7, ,020, , , ,30.08, , , , , ,30.10, ,AA, , , ,30.10, 
23234,20131006,0256,11,CLR, ,10.00, , , ,64, ,17.8, ,56, ,13.5, ,50, ,10.0, , 61, , 6, ,020, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09, 
23234,20131006,0356,11,CLR, ,10.00, , , ,58, ,14.4, ,49, ,9.3, ,39, ,3.9, , 49, , 0, ,000, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09, 
23234,20131006,0456,11,CLR, ,10.00, , , ,57, ,13.9, ,49, ,9.5, ,41, ,5.0, , 55, , 0, ,000, , , ,30.07, , , , , ,30.09, ,AA, , , ,30.09, 
23234,20131006,0556,11,CLR, ,10.00, , , ,56, ,13.3, ,50, ,10.2, ,45, ,7.2, , 67, , 0, ,000, , , ,30.08, , , , , ,30.10, ,AA, , , ,30.10, 
23234,20131006,0656,11,FEW180, ,10.00, , , ,60, ,15.6, ,54, ,12.0, ,48, ,8.9, , 65, , 0, ,000, , , ,30.09, , , , , ,30.10, ,AA, , , ,30.11, 
23234,20131006,0756,11,FEW180, ,10.00, , , ,65, ,18.3, ,57, ,14.0, ,51, ,10.6, , 61, , 3, ,360, , , ,30.10, , , , , ,30.12, ,AA, , , ,30.12, 
